Vaughn D. Spencer,Reading,Pennsylvania,http://www.readingpa.gov/mayor.asp
Guillermo Udarbe,Ridgway,Pennsylvania,http://ridgwayborough.com/officials.html
Desiree D. DeNicola,Roseto,Pennsylvania,
Edwin W. Rosenberry,Saxton,Pennsylvania,
Thomas C. Hufnagle,Sellersville,Pennsylvania,http://sellersvilleboro.org/government/
Anthony Hajjar,Seward,Pennsylvania,
Joseph McGranaghan,Shamokin Dam,Pennsylvania,
Robert O'Neill,Sharon Hill,Pennsylvania,http://sharonhillboro.com/government/
Richard Panza,Sharpsburg,Pennsylvania,http://sharpsburgborough.com/contact/contact.html
Bruce Hockersmith,Shippensburg,Pennsylvania,http://www.borough.shippensburg.pa.us/borough-government/mayor/
Boyd Paul,Snow Shoe,Pennsylvania,
William Meyer,Somerset,Pennsylvania,http://www.somersetborough.com/council.html
John Reynolds,Souderton,Pennsylvania,http://soudertonborough.org/administration/borough-council/47-borough-council-/12-john-r-reynolds
James Kennedy,South Coatesville,Pennsylvania,
Clyde R. Wadsworth,South Fork,Pennsylvania,
Elizabeth A. Goreham,State College,Pennsylvania,http://www.statecollegepa.us/index.aspx?NID=1158
Thomas F. Acri,Steelton,Pennsylvania,http://www.steeltonpa.com/mayor.asp
Sherman Metzgar,Stockertown,Pennsylvania,http://www.northamptoncounty.org/countyguide/cwp/view.asp?a=1546&Q=623164
William A. Boyd,Stoystown,Pennsylvania,
Charles Baugham,Stroudsburg,Pennsylvania,http://www.borough.stroudsburg.pa.us/borocouncil.htm
Paul R. McArdle,Summit Hill,Pennsylvania,http://www.summithillborough.com/joomla/index.php?option=com_content&task=view&id=21&Itemid=39
David L. Persing,Sunbury,Pennsylvania,http://www.cityofsunbury.com/Pages/Elected Officials/Mayor.aspx
Richard H. Lowe,Swarthmore,Pennsylvania,http://www.swarthmorepa.org/government/council.asp
Luke Duignam,Tatamy,Pennsylvania,
Jay Stover,Telford,Pennsylvania,"http://www.telfordborough.org/component/option,com_contact/task,view/contact_id,65/Itemid,66/"
Charles Harper,Three Springs,Pennsylvania,
Kenneth Danser,Timblin,Pennsylvania,
Frances B. Zalewski,Trainer,Pennsylvania,http://www.trainerborough.org/bo.htm
William Allar,Tremont,Pennsylvania,http://www.tremontborough.com/police.html
J. David Cutchineal,Tullytown,Pennsylvania,http://www.buckscounty.org/government/municipalities/TullytownBoro.aspx
LeAnn Hritz,Tunnelhill,Pennsylvania,
Adam Forgie,Turtle Creek,Pennsylvania,
Thomas N. Micozzie,Upper Darby,Pennsylvania,http://www.upperdarby.org/Gov/Mayor/The_Mayor.html
Jeffrey Steffler,Wampum,Pennsylvania,http://www.wampumboro.com/index.php?option=com_content&view=article&id=4&Itemid=5
Ester Cotner,Washingtonville,Pennsylvania,
Richard A. Starliper,Waynesboro,Pennsylvania,http://www.waynesboropa.org/government.htm
Carolyn T. Comitta,West Chester,Pennsylvania,http://www.west-chester.com/mayor.php
Gerald W. Gross,West Easton,Pennsylvania,
Ralph Harrington,West Elizabeth,Pennsylvania,
Frank A. Schmidt,West Hazleton,Pennsylvania,
John W. Dindak,West Homestead,Pennsylvania,
Mary E. Popovich,West Newton,Pennsylvania,
John Henry,West View,Pennsylvania,http://westviewborough.org/electedofficials.html
Dick Vargeson,Westfield,Pennsylvania,
James F. Nowalk,Whitehall,Pennsylvania,http://www.whitehallboro.org/borough/admin.html
Edward D. Hozza Jr.,Whitehall Township,Pennsylvania,
Thomas M. Leighton,Wilkes-Barre,Pennsylvania,http://www.wilkes-barre.pa.us/mayor.php
John Thompson,Wilkinsburg,Pennsylvania,http://www.wilkinsburgpa.gov/government/Mayor.aspx
David Perusso,Wilson,Pennsylvania,http://wilsonborough.org/officials
Larry Markel,Windsor,Pennsylvania,
Dolores Jones-Butler,Yeadon,Pennsylvania,http://yeadonborough.com/local-government/mayor-council/
John Sanford,Yoe,Pennsylvania,
C. Kim Bracey,York,Pennsylvania,http://yorkcity.org/mayor-c-kim-bracey
Alford Shull,York Springs,Pennsylvania,http://www.adamscounty.us/MunicipalitiesPlansOrdinances/YorkSpringsBorough.aspx
Joan Derco,Youngwood,Pennsylvania,http://www.youngwood.org/
Bruce Rogers,East Providence,Rhode Island,
Charles Lombardi,North Providence,Rhode Island,http://northprovidenceri.gov/mayor.htm
Angel Taveras,Providence,Rhode Island,http://cityof.providenceri.com/mayor
Joseph Riley,Charleston,South Carolina,http://www.charleston-sc.gov/dept/content.aspx?nid=495
Joseph T. McElveen Jr.,Sumter,South Carolina,http://www.sumter-sc.com/Government/Mayor.aspx
Darrick Jackson,Timmonsville,South Carolina,
Ron Littlefield,Chattanooga,Tennessee,http://www.chattanooga.gov/mayors-office
Thomas W. Taylor,Maryville,Tennessee,
A C Wharton,Memphis,Tennessee,http://www.cityofmemphis.org/framework.aspx?page=1
Tom Beehan,Oak Ridge,Tennessee,http://www.oakridgetenn.org/department/CityClerk/City-Council/content.aspx?article=1654
Bill Lusk,Signal Hill,Tennessee,
Lee Leffingwell,Austin,Texas,http://www.austintexas.gov/government
Tony Martinez,Brownsville,Texas,http://comission.cob.us/
Carl Sherman,DeSoto,Texas,http://www.ci.desoto.tx.us/index.aspx?NID=61
Richard Ward,Hurst,Texas,http://www.ci.hurst.tx.us/Council/Ccinfo.asp?ccID=1
Dana Williams,Park City,Utah,http://www.parkcity.org/index.aspx?page=57
Bob Kiss,Burlington,Vermont,http://www.ci.burlington.vt.us/mayor/
Christopher C. Louras,Rutland,Vermont,http://www.rutlandcity.com/
William Euille,Alexandria,Virginia,http://alexandriava.gov/Council
Faye Prichard,Ashland,Virginia,http://www.town.ashland.va.us/index.asp?Type=B_DIR&SEC={B2AFB315-6AE8-4F87-A426-EFBA80800F13}&DE={265CB439-8625-41EE-BD08-9B2CE4D0A538}
Paul D. Fraim,Norfolk,Virginia,http://www.norfolk.gov/mayor/
Brian A. Moore,Petersburg,Virginia,http://www.petersburg-va.org/council/mayor.asp
Dwight C. Jones,Richmond,Virginia,http://www.richmondgov.com/Mayor/biography.aspx
William Sessoms Jr.,Virginia Beach,Virginia,http://www.vbgov.com/vgn.aspx?vgnextoid=b57a3f04498ae110VgnVCM100000190c640aRCRD&vgnextchannel=8a43d7f0625fd010VgnVCM1000006310640aRCRD&vgnextfmt=default
H. Clarence Bauman,Chewelah,Washington,http://www.cityofchewelah.org/council/staff.aspx
Garland D. Walton,Connell,Washington,http://www.cityofconnell.com/mayor.html
Robert F. Sheckler,Des Moines,Washington,http://www.desmoineswa.gov/city_gov/city_council/members/6.html
Will Ibershof,Duvall,Washington,http://www.duvallwa.gov/council/ibershof.html
Gary S. Jensen,Ferndale,Washington,http://www.ci.ferndale.wa.us/mayor/mayor.php
Ron (Pete) Poulson,Kalama,Washington,http://www.cityofkalama.com/government.htm
David M. Ferguson,Mesa,Washington,
Daniel N. Mork,Millwood,Washington,http://cityofmillwood.org/content/index.php?option=com_content&view=article&id=50&Itemid=55
James F. Gerwig,Morton,Washington,http://www.visitmorton.com/index.cfm?page=_mc
Dennis Palmer,Oakesdale,Washington,http://www.oakesdale.org/leaders.htm
Spencer Nichols,Pe Ell,Washington,
Paul Warden,Prosser,Washington,http://www.cityofprosser.com/index.asp?Type=B_BASIC&SEC={3375C5A7-2F17-4AFF-9002-7E44ACF49FDA}
Terry Anderson,SeaTac,Washington,http://www.ci.seatac.wa.us/index.aspx?page=86
Mike McGinn,Seattle,Washington,http://www.seattle.gov/mayor/
Dianne W. White,Stanwood,Washington,http://www.ci.stanwood.wa.us/page.asp_Q_navigationid_E_41
Marilyn Strickland,Tacoma,Washington,http://www.cityoftacoma.org/Page.aspx?nid=54#Strickland
Soo Ing-Moody,Twisp,Washington,http://www.townoftwisp.com/townofficals.html
Harold H. Howell Jr.,Madison,West Virginia,
William C. Whalen,Ashland,Wisconsin,
Larry MacDonald,Bayfield,Wisconsin,http://www.cityofbayfield.com/mayor.htm
Keith Bosman,Kenosha,Wisconsin,http://www.kenosha.org/mayor/index.html
Paul R. Soglin,Madison,Wisconsin,http://www.cityofmadison.com/mayor/
Justin M. Nickels,Manitowoc,Wisconsin,http://www.manitowoc.org/index.aspx?nid=72
Chris L. Meyer,Marshfield,Wisconsin,http://ci.marshfield.wi.us/mayor/
Kurt Sonnentag,Middleton,Wisconsin,http://www.ci.middleton.wi.us/city/elected/local.asp
Tom Barrett,Milwaukee,Wisconsin,http://www.ci.mil.wi.us/display/router.asp?docid=306
Steve Scaffidi,Oak Creek,Wisconsin,
John Dickert,Racine,Wisconsin,http://www.cityofracine.org/CityGov/mayor/
James E. Tipple,Wausau,Wisconsin,http://www.ci.wausau.wi.us/Departments/Mayor.aspx
