first_name,last_name,state,middle_name,country,continent,lang_primar,lang_secondary,lang_tertiary,lang_quaternary,search_engine,link,category
wesley,matthews,portland,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
wesley,johnson,minnesota,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
wayne,ellington,minnesota,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
von,wafer,boston,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
vince,carter,phoenix,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
udonis,haslem,miami,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
tyson,chandler,dallas,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
tyrus,thomas,charlotte,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
tyreke,evans,sacramento,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
tyler,hansbrough,indiana,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
ty,lawson,denver,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
troy,murphy,boston,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
trey,johnson,los angeles,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
tracy,mcgrady,detroit,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
tony,battie,philadelphia,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
timofey,mozgov,denver,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
sasha,pavlovic,boston,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
samuel,dalembert,sacramento,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
quentin,richardson,orlando,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
pooh,jeter,sacramento,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
peja,stojakovic,dallas,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
paul,pierce,boston,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
paul,millsap,utah,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
paul,george,indiana,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
pau,gasol,los angeles,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
patty,mills,portland,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
patrick,patterson,houston,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
pape,sy,atlanta,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
omer,asik,chicago,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
o.j.,mayo,memphis,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
nikola,pekovic,minnesota,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
nicolas,batum,portland,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
nick,collison,oklahoma,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
nene,nan,denver,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
nenad,krstic,boston,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
