first_name,last_name,state
brandon,bass,los angeles
brandan,wright,memphis
boris,diaw,utah
bobby,portis,chicago
archie,goodwin, brooklyn
bobby,brown,houston
beno,udrih,detroit
ben,mclemore,sacramento
ben,bentil,dallas
avery,bradley,boston
austin,rivers,los angeles
arron,afflalo,sacramento
aron,baynes,detroit
blake,griffin,los angeles
alec,burks,utah
vince,carter,memphis
alan,anderson,los angeles
tyus,jones,minnesota
udonis,haslem,miami
victor,oladipo,oklahoma
wade,baldwin iv,memphis
wayne,ellington,miami
wayne,selden,memphis
wesley,johnson,los angeles
wesley,matthews,dallas
tyson,chandler,phoenix
will,barton,denver
willie,reed,miami
wilson,chandler,denver
yogi,ferrell,dallas
zach,lavine,minnesota
zach,randolph,memphis
willie,cauley-stein,sacramento
alan,williams,phoenix
tyreke,evans,sacramento
tyler,ulis,phoenix
al-farouq,aminu,portland
al,jefferson,indiana
al,horford,boston
adreian,payne,minnesota
aaron,harrison,charlotte
aaron,gordon,orlando
aaron,brooks,indiana
aj,hammons,dallas
tyler,zeller,boston
trevor,ariza,houston
trey,lyles,utah
tristan,thompson,cleveland
troy,daniels,memphis
troy,williams,houston
ty,lawson,sacramento
tyler,ennis,los angeles
tyler,johnson,miami
trevor,booker, brooklyn
brandon,knight,phoenix
bismack,biyombo,orlando
brian,roberts,charlotte
kyle,wiltjer,houston
kyle,singler,oklahoma
kyle,lowry,toronto
kyle,korver,cleveland
kris,humphries,atlanta
kris,dunn,minnesota
kosta,koufos,sacramento
khris,middleton,milwaukee
kevin,seraphin,indiana
kyrie,irving,cleveland
kevin,love,cleveland
kentavious,caldwell-pope,detroit
kent,bazemore,atlanta
kenneth,faried,denver
kemba,walker,charlotte
kelly,olynyk,boston
kay,felder,cleveland
karl-anthony,towns,minnesota
kj,mcdaniels, brooklyn
jusuf,nurkic,portland
justise,winslow,miami
justin,harper,philadelphia
justin,hamilton, brooklyn
lance,stephenson,indiana
marquese,chriss,phoenix
mario,hezonja,orlando
marcus,smart,boston
marcus,morris,detroit
marcus,georges-hunt,orlando
marco,belinelli,charlotte
marcelo,huertas,los angeles
marc,gasol,memphis
manny,harris,dallas
malik,beasley,denver
lamar,patterson,atlanta
malcolm,delaney,atlanta
malachi,richardson,sacramento
luol,deng,los angeles
luke,babbitt,miami
luis,scola, brooklyn
lucas,nogueira,toronto
luc,mbah a moute,los angeles
lou,williams,houston
leandro,barbosa,phoenix
lebron,james,cleveland
lavoy,allen,indiana
larry,sanders,cleveland
larry,nance jr.,los angeles
langston,galloway,sacramento
malcolm,brogdon,milwaukee
justin,anderson,philadelphia
julius,randle,los angeles
juancho,hernangomez,denver
jeremy,lamb,charlotte
jerami,grant,oklahoma
jeff,withey,utah
jeff,teague,indiana
jeff,green,orlando
jaylen,brown,boston
jason,terry,milwaukee
jarrod,uthoff,dallas
jarnell,stokes,denver
brandon,rush,minnesota
jarell,eddie,phoenix
jared,sullinger,toronto
jeremy,lin, brooklyn
jared,dudley,phoenix
james,jones,cleveland
james,johnson,miami
james,harden,houston
james,ennis iii,memphis
jameer,nelson,denver
jamal,murray,denver
jamal,crawford,los angeles
jakob,poeltl,toronto
jake,layman,portland
jahlil,okafor,philadelphia
jae,crowder,boston
jabari,parker,milwaukee
james,young,boston
jerian,grant,chicago
jerryd,bayless,philadelphia
jimmy,butler,chicago
josh,richardson,miami
josh,mcroberts,miami
josh,huestis,oklahoma
jose,calderon,atlanta
jordan,mickey,boston
jordan,mcrae,cleveland
jordan,hill,minnesota
jordan,farmar,sacramento
jordan,clarkson,los angeles
jonathan,gibson,dallas
jonas,valanciunas,toronto
jonas,jerebko,boston
jon,leuer,detroit
johnny,o'bryant iii,charlotte
jodie,meeks,orlando
joe,harris, brooklyn
joe,ingles,utah
joe,johnson,utah
joe,young,indiana
marreese,speights,los angeles
joel,embiid,philadelphia
joffrey,lauvergne,chicago
john,henson,milwaukee
john,jenkins,phoenix
john,lucas iii,minnesota
joel,bolomboy,utah
jamychal,green,memphis
mason,plumlee,denver
rondae,hollis-jefferson, brooklyn
ronnie,price,phoenix
roy,hibbert,denver
rudy,gay,sacramento
rudy,gobert,utah
russell,westbrook,oklahoma
ryan,anderson,houston
ryan,kelly,atlanta
salah,mejri,dallas
sam,dekker,houston
sean,kilpatrick, brooklyn
semaj,christon,oklahoma
serge,ibaka,toronto
sergio,rodriguez,philadelphia
shabazz,muhammad,minnesota
shabazz,napier,portland
shawn,long,philadelphia
shelvin,mack,utah
skal,labissiere,sacramento
spencer,dinwiddie, brooklyn
spencer,hawes,milwaukee
stanley,johnson,detroit
stephen,zimmerman,orlando
steve,novak,milwaukee
seth,curry,dallas
steven,adams,oklahoma
rodney,stuckey,indiana
rodney,hood,utah
pat,connaughton,portland
patricio,garino,orlando
patrick,beverley,houston
patrick,patterson,toronto
paul,george,indiana
paul,millsap,atlanta
paul,pierce,los angeles
paul,zipser,chicago
pierre,jackson,dallas
quincy,acy, brooklyn
rodney,mcgruder,miami
rj,hunter,chicago
rakeem,christmas,indiana
ramon,sessions,charlotte
randy,foye, brooklyn
rashad,vaughn,milwaukee
raul,neto,utah
raymond,felton,los angeles
reggie,bullock,detroit
reggie,jackson,detroit
richard,jefferson,cleveland
richaun,holmes,philadelphia
ricky,rubio,minnesota
robert,covington,philadelphia
robin,lopez,chicago
rajon,rondo,chicago
t.j.,mcconnell,philadelphia
tj,warren,phoenix
taj,gibson,oklahoma
nicolas,brussino,dallas
nicolas,batum,charlotte
nick,young,los angeles
nick,collison,oklahoma
nerlens,noel,dallas
nene,nan,houston
nemanja,bjelica,minnesota
myles,turner,indiana
montrezl,harrell,houston
monta,ellis,indiana
mirza,teletovic,milwaukee
miles,plumlee,charlotte
nik,stauskas,philadelphia
mike,tobey,charlotte
mike,muscala,atlanta
mike,miller,denver
mike,dunleavy,atlanta
mike,conley,memphis
michael,kidd-gilchrist,charlotte
michael,gbinije,detroit
michael,carter-williams,chicago
michael,beasley,milwaukee
meyers,leonard,portland
metta,world peace,los angeles
maurice,harkless,portland
matthew,dellavedova,milwaukee
mike,scott,atlanta
nikola,jokic,denver
nikola,mirotic,chicago
nikola,vucevic,orlando
tarik,black,los angeles
taurean,prince,atlanta
terrence,jones,milwaukee
terrence,ross,orlando
terry,rozier,boston
thabo,sefolosha,atlanta
thaddeus,young,indiana
thomas,robinson,los angeles
thon,maker,milwaukee
tiago,splitter,philadelphia
tim,hardaway jr.,atlanta
tim,quarterman,portland
timofey,mozgov,los angeles
timothe,luwawu-cabarrot,philadelphia
tobias,harris,detroit
noah,vonleh,portland
norman,powell,toronto
norris,cole,oklahoma
okaro,white,miami
omri,casspi,minnesota
marvin,williams,charlotte
pascal,siakam,toronto
treveon,graham,charlotte
tony,snell,milwaukee
tony,allen,memphis
toney,douglas,memphis
pj,tucker,toronto
jr,smith,cleveland
jarell,martin,memphis
j.j.,barea,dallas
cristiano,felicio,chicago
d'angelo,russell,los angeles
d.j.,augustin,orlando
dahntay,jones,cleveland
damian,lillard,portland
damjan,rudez,orlando
dante,exum,utah
dario,saric,philadelphia
darrell,arthur,denver
darren,collison,sacramento
danilo,gallinari,denver
cory,joseph,toronto
corey,brewer,los angeles
cole,aldrich,minnesota
c.j.,watson,orlando
cj,mccollum,portland
cj,wilcox,orlando
cameron,payne,chicago
caris,levert, brooklyn
chandler,parsons,memphis
channing,frye,cleveland
chinanu,onuaku,houston
chris,andersen,cleveland
chris,paul,los angeles
christian,wood,charlotte
clint,capela,houston
cody,zeller,charlotte
darrun,hilliard,detroit
david,nwaba,los angeles
diamond,stone,los angeles
dion,waiters,miami
dirk,nowitzki,dallas
domantas,sabonis,oklahoma
dorian,finney-smith,dallas
doug,mcdermott,oklahoma
dragan,bender,phoenix
jj,redick,los angeles
dwight,howard,atlanta
dwight,powell,dallas
dwyane,wade,chicago
ed,davis,portland
edy,tavares,cleveland
elfrid,payton,orlando
deyonta,davis,memphis
buddy,hield,sacramento
devin,booker,phoenix
deandre,jordan,los angeles
deandre,liggins,dallas
deandre',bembry,atlanta
demar,derozan,toronto
demarre,carroll,toronto
delon,wright,toronto
demetrius,jackson,boston
dennis,schroder,atlanta
denzel,valentine,chicago
deron,williams,cleveland
derrick,favors,utah
derrick,jones jr.,phoenix
derrick,williams,cleveland
devin,harris,dallas
cj,miles,indiana
brook,lopez, brooklyn
gerald,henderson,philadelphia
gerald,green,boston
georgios,papagiannis,sacramento
georges,niang,indiana
george,hill,utah
gary,payton ii,milwaukee
gary,neal,atlanta
giannis,antetokounmpo,milwaukee
gary,harris,denver
fred,vanvleet,toronto
frank,kaminsky,charlotte
evan,turner,portland
evan,fournier,orlando
ersan,ilyasova,atlanta
eric,gordon,houston
bruno,caboclo,toronto
garrett,temple,sacramento
enes,kanter,oklahoma
glenn,robinson iii,indiana
gordon,hayward,utah
ivica,zubac,los angeles
ish,smith,detroit
isaiah,whitehead, brooklyn
isaiah,thomas,boston
isaiah,taylor,houston
isaiah,canaan,chicago
iman,shumpert,cleveland
goran,dragic,miami
henry,ellenson,detroit
hassan,whiteside,miami
harrison,barnes,dallas
greivis,vasquez, brooklyn
greg,monroe,milwaukee
gorgui,dieng,minnesota
emmanuel,mudiay,denver
eric,bledsoe,phoenix
elijah,millsap,phoenix
brice,johnson,los angeles
briante,weber,charlotte
harrison,barnes,dallas
eric,gordon,houston
eric,bledsoe,milwaukee
elfrid,payton,phoenix
ekpe,udoh,utah
edmond,sumner,indiana
ed,davis,portland
eric,moreland,detroit
dwyane,wade,miami
dwight,powell,dallas
dwight,howard,charlotte
dwight,buycks,detroit
dwayne,bacon,charlotte
dragan,bender,phoenix
doug,mcdermott,dallas
dorian,finney-smith,dallas
donovan,mitchell,utah
erik,mccree,utah
ersan,ilyasova,philadelphia
evan,fournier,orlando
hassan,whiteside,miami
henry,ellenson,detroit
greg,monroe,boston
gorgui,dieng,minnesota
gordon,hayward,boston
goran,dragic,miami
glenn,robinson iii,indiana
giannis,antetokounmpo,milwaukee
gian,clavell,dallas
gerald,green,houston
georgios,papagiannis,portland
georges,niang,utah
george,hill,cleveland
gary,payton ii,los angeles
gary,harris,denver
garrett,temple,sacramento
furkan,korkmaz,philadelphia
fred,vanvleet,toronto
frank,mason,sacramento
frank,kaminsky,charlotte
evan,turner,portland
guerschon,yabusele,boston
domantas,sabonis,indiana
dion,waiters,miami
arron,afflalo,orlando
austin,rivers,los angeles
avery,bradley,los angeles
bam,adebayo,miami
ben,mclemore,memphis
ben,moore,indiana
ben,simmons,philadelphia
bismack,biyombo,orlando
blake,griffin,detroit
boban,marjanovic,los angeles
bobby,brown,houston
bobby,portis,chicago
bogdan,bogdanovic,sacramento
bojan,bogdanovic,indiana
aron,baynes,boston
brandon,ingram,los angeles
brandon,jennings,milwaukee
briante,weber,memphis
brice,johnson,los angeles
brook,lopez,los angeles
bruno,caboclo,sacramento
buddy,hield,sacramento
c.j.,williams,los angeles
cj,mccollum,portland
cj,miles,toronto
caleb,swanigan,portland
cameron,payne,chicago
brandan,wright,memphis
caris,levert, brooklyn
antonius,cleveland,atlanta
anthony,tolliver,detroit
aaron,brooks,minnesota
aaron,gordon,orlando
aaron,harrison,dallas
aaron,jackson,houston
abdel,nader,boston
adreian,payne,orlando
al,horford,boston
al,jefferson,indiana
al-farouq,aminu,portland
alan,williams,phoenix
alec,burks,utah
alec,peters,phoenix
alex,abrines,oklahoma
alex,caruso,los angeles
antonio,blakeney,chicago
alex,len,phoenix
alfonzo,mckinnie,toronto
allen,crabbe, brooklyn
amir,johnson,philadelphia
andre,drummond,detroit
andre,ingram,los angeles
andre,roberson,oklahoma
andrew,bogut,los angeles
andrew,harrison,memphis
andrew,white iii,atlanta
andrew,wiggins,minnesota
ante,zizic,cleveland
anthony,brown,minnesota
alex,poythress,indiana
carmelo,anthony,oklahoma
cedi,osman,cleveland
chandler,parsons,memphis
david,nwaba,chicago
david,stockton,utah
davon,reed,phoenix
de'aaron,fox,sacramento
deandre,jordan,los angeles
deandre',bembry,atlanta
demar,derozan,toronto
demarre,carroll, brooklyn
delon,wright,toronto
demetrius,jackson,philadelphia
dennis,smith jr.,dallas
denzel,valentine,chicago
derrick,favors,utah
derrick,jones jr.,miami
derrick,rose,minnesota
derrick,walton jr.,miami
derrick,williams,los angeles
devin,booker,phoenix
devin,harris,denver
dewayne,dedmon,atlanta
deyonta,davis,memphis
dillon,brooks,memphis
dennis,schroder,atlanta
darren,collison,indiana
darrell,arthur,denver
channing,frye,los angeles
chinanu,onuaku,houston
chris,paul,houston
clint,capela,houston
cody,zeller,charlotte
cole,aldrich,minnesota
corey,brewer,oklahoma
cory,joseph,indiana
cristiano,felicio,chicago
d'angelo,russell, brooklyn
d.j.,augustin,orlando
d.j.,wilson,milwaukee
dario,saric,philadelphia
danuel,house jr.,phoenix
dante,exum,utah
dante,cunningham, brooklyn
danilo,gallinari,los angeles
dirk,nowitzki,dallas
daniel,theis,boston
damion,lee,atlanta
damien,wilkins,indiana
damian,lillard,portland
dakari,johnson,oklahoma
daniel,hamilton,oklahoma
ike,anigbogu,indiana
mario,hezonja,orlando
isaiah,canaan,oklahoma
raymond,felton,oklahoma
raul,neto,utah
rashad,vaughn,milwaukee
rj,hunter,houston
quincy,pondexter,chicago
reggie,bullock,detroit
quincy,acy, brooklyn
paul,millsap,denver
paul,george,oklahoma
patrick,patterson,oklahoma
patrick,beverley,los angeles
pat,connaughton,portland
paul,zipser,chicago
pascal,siakam,toronto
reggie,hearn,detroit
richard,jefferson,denver
scotty,hopson,dallas
sam,dekker,los angeles
salah,mejri,dallas
ryan,arcidiacono,chicago
ryan,anderson,houston
russell,westbrook,oklahoma
rudy,gobert,utah
reggie,jackson,detroit
royce,o'neale,utah
rodney,purvis,orlando
rodney,mcgruder,miami
rodney,hood,cleveland
robin,lopez,chicago
robert,covington,philadelphia
ricky,rubio,utah
richaun,holmes,philadelphia
rondae,hollis-jefferson, brooklyn
sean,kilpatrick,chicago
pj,dozier,oklahoma
myke,henry,memphis
montrezl,harrell,los angeles
monte,morris,denver
mirza,teletovic,milwaukee
milton,doyle, brooklyn
milos,teodosic,los angeles
miles,plumlee,atlanta
myles,turner,indiana
mike,james,phoenix
mike,conley,memphis
michael,kidd-gilchrist,charlotte
michael,carter-williams,charlotte
meyers,leonard,portland
maxi,kleber,dallas
maurice,harkless,portland
mike,muscala,atlanta
p.j.,tucker,houston
nate,wolters,utah
nemanja,bjelica,minnesota
omer,asik,chicago
omari,johnson,memphis
okaro,white,cleveland
og,anunoby,toronto
norman,powell,toronto
noah,vonleh,chicago
nikola,vucevic,orlando
naz,mitrou-long,utah
nik,stauskas, brooklyn
nigel,hayes,sacramento
nicolas,brussino,atlanta
nicolas,batum,charlotte
nick,collison,oklahoma
nerlens,noel,dallas
nene,nan,houston
nikola,jokic,denver
semi,ojeleye,boston
serge,ibaka,toronto
shabazz,muhammad,milwaukee
vincent,hunter,memphis
vince,carter,sacramento
victor,oladipo,indiana
vander,blue,los angeles
udonis,haslem,miami
tyus,jones,minnesota
tyson,chandler,phoenix
tyrone,wallace,los angeles
wade,baldwin iv,portland
tyreke,evans,memphis
tyler,ulis,phoenix
tyler,lydon,denver
tyler,johnson,miami
tyler,ennis,los angeles
tyler,dorsey,atlanta
tyler,cavanaugh,atlanta
troy,daniels,phoenix
tyler,zeller,milwaukee
tristan,thompson,cleveland
wayne,selden,memphis
iman,shumpert,sacramento
zhou,qi,houston
zach,randolph,sacramento
zach,lavine,chicago
zach,collins,portland
yogi,ferrell,dallas
xavier,silas,boston
wayne,ellington,miami
wilson,chandler,denver
willy,hernangomez,charlotte
willie,reed,los angeles
willie,cauley-stein,sacramento
will,barton,denver
wesley,matthews,dallas
wesley,johnson,los angeles
wes,iwundu,orlando
xavier,munford,milwaukee
trey,mckinney-jones,indiana
trey,lyles,denver
tarik,black,houston
taj,gibson,minnesota
tj,leaf,indiana
t.j.,warren,phoenix
t.j.,mcconnell,philadelphia
steven,adams,oklahoma
sterling,brown,milwaukee
taurean,prince,atlanta
stanley,johnson,detroit
skal,labissiere,sacramento
sindarius,thornwell,los angeles
shelvin,mack,orlando
shaquille,harrison,phoenix
shane,larkin,boston
shabazz,napier,portland
spencer,dinwiddie, brooklyn
terrance,ferguson,oklahoma
terrence,ross,orlando
terry,rozier,boston
trevor,booker,indiana
trevor,ariza,houston
travis,wear,los angeles
torrey,craig,denver
tony,snell,milwaukee
tony,bradley,utah
tobias,harris,los angeles
timothe,luwawu-cabarrot,philadelphia
timofey,mozgov, brooklyn
tim,quarterman,houston
thon,maker,milwaukee
thomas,bryant,los angeles
thaddeus,young,indiana
thabo,sefolosha,utah
matthew,dellavedova,milwaukee
matt,williams jr.,miami
treveon,graham,charlotte
mason,plumlee,denver
joe,young,indiana
joe,johnson,houston
joe,ingles,utah
joe,harris, brooklyn
jimmy,butler,minnesota
jerryd,bayless,philadelphia
joel,bolomboy,utah
jerian,grant,chicago
jeremy,lamb,charlotte
jeremy,evans,atlanta
jerami,grant,oklahoma
jeff,withey,dallas
jeff,teague,minnesota
jeff,green,cleveland
jayson,tatum,boston
jaylen,morris,atlanta
jeremy,lin, brooklyn
jaylen,brown,boston
joel,embiid,philadelphia
john,collins,atlanta
josh,hart,los angeles
josh,gray,phoenix
jose,calderon,cleveland
jordan,mickey,miami
jordan,clarkson,cleveland
jonathon,simmons,orlando
jonathan,isaac,orlando
jonas,valanciunas,toronto
jonas,jerebko,utah
jon,leuer,detroit
johnny,o'bryant iii,charlotte
johnathan,motley,dallas
john,holland,cleveland
john,henson,milwaukee
jonathan,gibson,boston
josh,huestis,oklahoma
jawun,evans,los angeles
jacob,pullen,philadelphia
jack,cooley,sacramento
jabari,parker,milwaukee
jabari,bird,boston
jamychal,green,memphis
jakarr,sampson,sacramento
jr,smith,cleveland
jacob,wiley, brooklyn
jj,redick,philadelphia
ivica,zubac,los angeles
ivan,rabb,memphis
ish,smith,detroit
isaiah,whitehead, brooklyn
isaiah,thomas,los angeles
isaiah,taylor,atlanta
j.j.,barea,dallas
jason,terry,milwaukee
jae,crowder,utah
jake,layman,portland
jarrett,allen, brooklyn
jarell,martin,memphis
jarell,eddie,chicago
jared,dudley,phoenix
jamil,wilson,los angeles
james,young,philadelphia
james,webb iii, brooklyn
jahlil,okafor, brooklyn
james,michael mcadoo,philadelphia
james,harden,houston
james,ennis iii,detroit
jamel,artis,orlando
jameer,nelson,detroit
jameel,warney,dallas
jamal,murray,denver
jalen,jones,dallas
jakob,poeltl,toronto
james,johnson,miami
josh,jackson,phoenix
jamal,crawford,minnesota
josh,mcroberts,dallas
malcolm,brogdon,milwaukee
malachi,richardson,toronto
luol,deng,los angeles
luke,kennard,detroit
luke,babbitt,miami
luis,montero,detroit
lucas,nogueira,toronto
malcolm,delaney,atlanta
luc,mbah a moute,houston
lorenzo,brown,toronto
lonzo,ball,los angeles
lebron,james,cleveland
lauri,markkanen,chicago
larry,nance jr.,cleveland
langston,galloway,detroit
lou,williams,los angeles
malcolm,miller,toronto
malik,beasley,denver
malik,monk,charlotte
marshall,plumlee,milwaukee
marvin,williams,charlotte
josh,magette,atlanta
marreese,speights,orlando
marquis,teague,memphis
marquese,chriss,phoenix
markelle,fultz,philadelphia
markel,brown,houston
mario,chalmers,memphis
marcus,smart,boston
marcus,paige,charlotte
marcus,morris sr.,boston
marcus,georges-hunt,minnesota
marc,gasol,memphis
marshon,brooks,memphis
mangok,mathiang,charlotte
lance,stephenson,indiana
marco,belinelli,philadelphia
kyrie,irving,boston
kemba,walker,charlotte
kelly,olynyk,miami
kay,felder,detroit
karl-anthony,towns,minnesota
kadeem,allen,boston
jusuf,nurkic,portland
justise,winslow,miami
justin,patton,minnesota
justin,holiday,chicago
justin,anderson,philadelphia
julyan,stone,charlotte
julius,randle,los angeles
juancho,hernangomez,denver
josh,richardson,miami
kendrick,perkins,cleveland
kenneth,faried,denver
justin,jackson,sacramento
kentavious,caldwell-pope,los angeles
kyle,lowry,toronto
kent,bazemore,atlanta
kyle,singler,oklahoma
kyle,kuzma,los angeles
kyle,korver,cleveland
kris,dunn,chicago
kyle,collinsworth,dallas
kobi,simmons,memphis
khris,middleton,milwaukee
khem,birch,orlando
kosta,koufos,sacramento
kevin,love,cleveland
isaiah,briscoe,orlando
goran,dragic,miami
glenn,robinson iii,detroit
gerald,green,houston
georges,niang,utah
george,king,phoenix
gary,trent jr.,portland
gordon,hayward,boston
george,hill,milwaukee
giannis,antetokounmpo,milwaukee
gorgui,dieng,minnesota
haywood,highsmith,philadelphia
greg,monroe,philadelphia
guerschon,yabusele,boston
hamidou,diallo,oklahoma
harrison,barnes,sacramento
harry,giles iii,sacramento
hassan,whiteside,miami
ike,anigbogu,indiana
iman,shumpert,houston
gary,harris,denver
isaac,bonga,los angeles
isaac,humphries,atlanta
grayson,allen,utah
gary,clark,houston
ekpe,udoh,utah
furkan,korkmaz,philadelphia
isaiah,canaan,milwaukee
duncan,robinson,miami
dusty,hannahs,memphis
dwayne,bacon,charlotte
dwight,powell,dallas
dwyane,wade,miami
dzanan,musa, brooklyn
ed,davis, brooklyn
edmond,sumner,indiana
elie,okobo,phoenix
emanuel,terry,miami
enes,kanter,portland
eric,bledsoe,milwaukee
eric,gordon,houston
eric,moreland,toronto
ersan,ilyasova,milwaukee
evan,fournier,orlando
evan,turner,portland
frank,kaminsky,charlotte
frank,mason,sacramento
fred,vanvleet,toronto
garrett,temple,los angeles
isaiah,hartenstein,houston
jemerrio,jones,los angeles
isaiah,thomas,denver
jaylen,adams,atlanta
jaylen,brown,boston
jaylen,morris,milwaukee
jayson,tatum,boston
jeff,teague,minnesota
jerami,grant,oklahoma
jeremy,lamb,charlotte
jeremy,lin,toronto
jerian,grant,orlando
jerome,robinson,los angeles
jerryd,bayless,minnesota
jevon,carter,memphis
jimmer,fredette,phoenix
jimmy,butler,philadelphia
joakim,noah,memphis
jodie,meeks,toronto
joe,chealey,charlotte
joe,harris, brooklyn
joe,ingles,utah
joel,embiid,philadelphia
john,collins,atlanta
john,henson,cleveland
john,holland,cleveland
johnathan,motley,los angeles
dragan,bender,phoenix
johnathan,williams,los angeles
jawun,evans,oklahoma
jarred,vanderbilt,denver
ish,smith,detroit
ivan,rabb,memphis
ivica,zubac,los angeles
j.j.,barea,dallas
j.p.,macura,charlotte
jj,redick,philadelphia
jr,smith,cleveland
jakarr,sampson,chicago
jamychal,green,los angeles
javale,mcgee,los angeles
jae,crowder,utah
jake,layman,portland
jalen,brunson,dallas
jalen,jones,cleveland
jamal,crawford,phoenix
jamal,murray,denver
james,ennis iii,philadelphia
james,harden,houston
james,johnson,miami
james,nunnally,houston
jared,dudley, brooklyn
jared,terrell,minnesota
jarell,martin,orlando
jaren,jackson jr.,memphis
jaron,blossomgame,cleveland
jarrett,allen, brooklyn
doug,mcdermott,indiana
bruce,brown,detroit
donte,grantham,oklahoma
bogdan,bogdanovic,sacramento
bojan,bogdanovic,indiana
bonzie,colson,milwaukee
brad,wanamaker,boston
brandon,goodwin,denver
brandon,ingram,los angeles
brandon,knight,cleveland
brandon,sampson,chicago
brook,lopez,milwaukee
bruno,caboclo,memphis
buddy,hield,sacramento
c.j.,williams,minnesota
cj,miles,memphis
caleb,swanigan,sacramento
cameron,payne,cleveland
cameron,reynolds,minnesota
caris,levert, brooklyn
carmelo,anthony,houston
cedi,osman,cleveland
chandler,hutchison,chicago
chandler,parsons,memphis
channing,frye,cleveland
cj,mccollum,portland
boban,marjanovic,philadelphia
blake,griffin,detroit
bismack,biyombo,charlotte
jon,leuer,detroit
alex,len,atlanta
alex,poythress,atlanta
alize,johnson,indiana
allen,crabbe, brooklyn
amile,jefferson,orlando
amir,johnson,philadelphia
andre,drummond,detroit
andre,ingram,los angeles
andrew,wiggins,minnesota
anfernee,simons,portland
angel,delgado,los angeles
ante,zizic,cleveland
anthony,tolliver,minnesota
antonio,blakeney,chicago
aron,baynes,boston
austin,rivers,houston
avery,bradley,memphis
bj,johnson,sacramento
bam,adebayo,miami
ben,mclemore,sacramento
ben,simmons,philadelphia
chris,boucher,toronto
chris,chiozza,houston
chris,paul,houston
deandre',bembry,atlanta
demarre,carroll, brooklyn
devaughn,akoon-purcell,denver
deandre,ayton,phoenix
delon,wright,memphis
demetrius,jackson,philadelphia
deng,adel,cleveland
dennis,schroder,oklahoma
deonte,burton,oklahoma
derrick,favors,utah
derrick,jones jr.,miami
derrick,rose,minnesota
devin,booker,phoenix
devin,harris,dallas
devonte',graham,charlotte
dewayne,dedmon,atlanta
deyonta,davis,atlanta
dillon,brooks,memphis
dion,waiters,miami
dirk,nowitzki,dallas
domantas,sabonis,indiana
donovan,mitchell,utah
donte,divincenzo,milwaukee
dorian,finney-smith,dallas
de'anthony,melton,phoenix
davon,reed,indiana
clint,capela,houston
cody,zeller,charlotte
collin,sexton,cleveland
corey,brewer,sacramento
cory,joseph,indiana
courtney,lee,dallas
cristiano,felicio,chicago
d'angelo,russell, brooklyn
d.j.,augustin,orlando
d.j.,wilson,milwaukee
dj,stephens,memphis
damian,lillard,portland
daniel,hamilton,atlanta
daniel,theis,boston
danilo,gallinari,los angeles
danny,green,toronto
dante,exum,utah
danuel,house jr.,houston
dario,saric,minnesota
darren,collison,indiana
daryl,macon,dallas
david,nwaba,cleveland
de'aaron,fox,sacramento
jonah,bolden,philadelphia
seth,curry,portland
jonas,valanciunas,memphis
ryan,anderson,miami
ryan,arcidiacono,chicago
ryan,broekhoff,dallas
salah,mejri,dallas
scott,machado,los angeles
semi,ojeleye,boston
serge,ibaka,toronto
alex,caruso,los angeles
shabazz,napier, brooklyn
shai,gilgeous-alexander,los angeles
shake,milton,philadelphia
shaquille,harrison,chicago
russell,westbrook,oklahoma
sindarius,thornwell,los angeles
skal,labissiere,portland
spencer,dinwiddie, brooklyn
sterling,brown,milwaukee
steven,adams,oklahoma
svi,mykhailiuk,detroit
t.j.,mcconnell,philadelphia
t.j.,warren,phoenix
tj,leaf,indiana
tahjere,mccall, brooklyn
shelvin,mack,charlotte
rudy,gobert,utah
royce,o'neale,utah
pat,connaughton,milwaukee
patrick,beverley,los angeles
patrick,mccaw,toronto
patrick,patterson,oklahoma
pau,gasol,milwaukee
paul,george,oklahoma
paul,millsap,denver
quincy,acy,phoenix
rj,hunter,boston
rajon,rondo,los angeles
raul,neto,utah
rawle,alkins,chicago
ray,spalding,phoenix
raymond,felton,oklahoma
reggie,bullock,los angeles
reggie,jackson,detroit
richaun,holmes,phoenix
ricky,rubio,utah
robert,covington,minnesota
robert,williams iii,boston
robin,lopez,chicago
rodions,kurucs, brooklyn
rodney,hood,portland
rodney,mcgruder,los angeles
rondae,hollis-jefferson, brooklyn
taj,gibson,minnesota
taurean,prince,atlanta
terrance,ferguson,oklahoma
terrence,jones,houston
tyler,ulis,chicago
tyler,zeller,memphis
tyreke,evans,indiana
tyrone,wallace,los angeles
tyson,chandler,los angeles
tyus,jones,minnesota
udonis,haslem,miami
victor,oladipo,indiana
vince,carter,atlanta
vincent,edwards,houston
wade,baldwin iv,portland
walt,lemon jr.,chicago
wayne,ellington,detroit
wayne,selden,chicago
wendell,carter jr.,chicago
wes,iwundu,orlando
wesley,matthews,indiana
will,barton,denver
willie,cauley-stein,sacramento
willy,hernangomez,charlotte
wilson,chandler,los angeles
yante,maten,miami
yogi,ferrell,sacramento
yuta,watanabe,memphis
zach,collins,portland
zach,lavine,chicago
zach,lofton,detroit
zaza,pachulia,detroit
tyler,lydon,denver
pascal,siakam,toronto
tyler,johnson,phoenix
tyler,davis,oklahoma
terrence,ross,orlando
terry,rozier,boston
thabo,sefolosha,utah
thaddeus,young,indiana
theo,pinson, brooklyn
thomas,welsh,denver
thon,maker,detroit
tim,frazier,milwaukee
tim,hardaway jr.,dallas
